index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
225,"['馅儿', '/zh/entry?entryID=c_3cf8b9e8ac0d8e', '[xiànr]', '만두 등과 같은 밀가루 음식 재료로 쓰이는 것', '6급']","['陷入', '/zh/entry?entryID=c_3cffbfe3a986', '[xiànrù]', '(불리한 지경에) 빠지다. 떨어지다.', '6급']","['线索', '/zh/entry?entryID=c_3cffbfe6af8f', '[xiànsuǒ]', '실마리. 단서.', '6급']","['纤维', '/zh/entry?entryID=c_3cfeb8e3a97e', '[xiānwéi]', '(천연 또는 인공의) 섬유.', '6급']","['嫌疑', '/zh/entry?entryID=c_3cfeb6e2aa7c', '[xiányí]', '의심쩍음. 혐의.', '6급']","['显著', '/zh/entry?entryID=c_3cfeb7e6af86', '[xiǎnzhù]', '현저하다. 뚜렷하다. 두드러지다. 돋보이다.', '6급']","['现状', '/zh/entry?entryID=c_3cffbee1a57f', '[xiànzhuàng]', '현상. 현황. 현 상태. 현재 상황.', '6급']","['削', '/zh/entry?entryID=c_3cffb9e2ab81', '[xiāo]', '깎다. 벗기다. 깎아〔잘라〕 내다. 제거하다.', '6급']","['消除', '/zh/entry?entryID=c_3cffb9e0a579', '[xiāochú]', '없애다. 해소하다. 풀다. 제거하다. 일소하다. 청산하다. 퇴치하다.', '6급']","['消毒', '/zh/entry?entryID=c_3cffb9efad90', '[xiāodú]', '소독하다.', '6급']","['消防', '/zh/entry?entryID=c_3cffb9efa98c', '[xiāofáng]', '소방. 소화와 방화.', '6급']","['消耗', '/zh/entry?entryID=c_3cffb6e7ad85', '[xiāohào]', '(정신·힘·물자 등을) 소모하다.', '6급']","['销毁', '/zh/entry?entryID=c_3cffb6eea988', '[xiāohuǐ]', '소각하다. 불태워 없애다. 불살라 버리다.', '6급']","['消灭', '/zh/entry?entryID=c_3cffb6e6af86', '[xiāomiè]', '소멸하다. 없어지다. 사라지다. 멸망하다.', '6급']","['潇洒', '/zh/entry?entryID=c_3cffb7e5af86', '[xiāosǎ]', '자연스럽고 품위가 있다. 멋스럽다. 말쑥하다. 소쇄하다. 스마트하다. 대범하...', '6급']","['肖像', '/zh/entry?entryID=c_33f6bae7a872', '[xiàoxiàng]', '(사람의) 사진. 화상.', '6급']","['小心翼翼', '/zh/entry?entryID=c_33f6bde7a875', '[xiǎoxīnyìyì]', '엄숙하고 경건하다.', '6급']","['效益', '/zh/entry?entryID=c_33f6bbe7a974', '[xiàoyì]', '효과와 수익. 효익. 이익. 이득. 성과.', '6급']","['下属', '/zh/entry?entryID=c_3cfebdeeaa8f', '[xiàshǔ]', '부하. 하급 직원〔관리〕.', '6급']","['狭窄', '/zh/entry?entryID=c_3cfebfefaf97', '[xiázhǎi]', '비좁다. 협소하다.', '6급']"
226,"['细胞', '/zh/entry?entryID=c_3cf1b7efa578', '[xìbāo]', '세포.', '6급']","['屑', '/zh/entry?entryID=c_33f6b9efa475', '[xiè]', '부스러기. 찌꺼기.', '6급']","['携带', '/zh/entry?entryID=c_33f6b8eead7c', '[xiédài]', '휴대하다. 지니다. 데리다.', '6급']","['协会', '/zh/entry?entryID=c_33f6bbe0ac70', '[xiéhuì]', '협회.', '6급']","['谢绝', '/zh/entry?entryID=c_33f6b6e6ad72', '[xièjué]', '사절하다. 정중히 거절하다.', '6급']","['泄露', '/zh/entry?entryID=c_33f6b9e2a569', '[xièlòu]', '(비밀·기밀 등을) 누설하다. 폭로하다.', '6급']","['泄气', '/zh/entry?entryID=c_33f6b9e1ad70', '[xièqì]', '공기가 새다. 바람이 빠지다.', '6급']","['协商', '/zh/entry?entryID=c_33f6bbe0a569', '[xiéshāng]', '협상하다. 협의하다.', '6급']","['协调', '/zh/entry?entryID=c_33f6bbe0a468', '[xiétiáo]', '어울리다. 조화롭다.', '6급']","['协议', '/zh/entry?entryID=c_33f6bbefac7f', '[xiéyì]', '협의. 합의.', '6급']","['协助', '/zh/entry?entryID=c_33f6bbefab7e', '[xiézhù]', '협조하다. 거들어 주다. 보조하다. 협력하고 원조하다.', '6급']","['媳妇', '/zh/entry?entryID=c_3cf1b9e0ae74', '[xífù]', '부인. 마누라. (결혼 할)애인. 며느리.', '6급']","['膝盖', '/zh/entry?entryID=c_3cf1b8e0ac71', '[xīgài]', '무릎.', '6급']","['袭击', '/zh/entry?entryID=c_3cf1b9e1ab72', '[xíjī]', '기습〔습격〕하다.', '6급']","['细菌', '/zh/entry?entryID=c_3cfebee6a482', '[xìjūn]', '세균.', '6급']","['系列', '/zh/entry?entryID=c_3cf1b7e1a469', '[xìliè]', '계열. 서로 관련되어 한 조(組)를 이루는 사물. 시리즈.', '6급']","['熄灭', '/zh/entry?entryID=c_3cf1b8e2a46b', '[xīmiè]', '(등이나 불이) 꺼지다. 소멸하다.', '6급']","['新陈代谢', '/zh/entry?entryID=c_33f7bfe2ab76', '[xīnchéndàixiè]', '(신진) 대사. 물질 대사.', '6급']","['心得', '/zh/entry?entryID=c_33f6b6eead7a', '[xīndé]', '심득. 느낌. 소감. 체득. 터득. [일이나 학습 가운데 체험하거나 깨달은 ...', '6급']","['腥', '/zh/entry?entryID=c_33f7bbe6a570', '[xīng]', '비린내가 나다.', '6급']"
227,"['心甘情愿', '/zh/entry?entryID=c_33f6b7e7a56c', '[xīngānqíngyuàn]', '내심 만족해하며 달가워하다. 기꺼이 원하다.', '6급']","['性感', '/zh/entry?entryID=c_33f7b6e7ac73', '[xìnggǎn]', '섹시하다. 야하다. 성적인 매력이 있다.', '6급']","['兴高采烈', '/zh/entry?entryID=c_33f7b9e2af74', '[xìnggāocǎiliè]', '매우 기쁘다. 신바람이 나다. 매우 흥겹다. 기쁨에 넘치다. 기뻐서 의기양양...', '6급']","['兴隆', '/zh/entry?entryID=c_33f7bae4ab73', '[xīnglóng]', '창성하다. 흥성하다. 번창하다. 크게 발전하다. 융성하다.', '6급']","['性命', '/zh/entry?entryID=c_33f7b6e6a96f', '[xìngmìng]', '목숨. 생명.', '6급']","['性能', '/zh/entry?entryID=c_33f7b6e6aa70', '[xìngnéng]', '성능.', '6급']","['刑事', '/zh/entry?entryID=c_33f7bbe4a46d', '[xíngshì]', '형사. [‘民事(민사)’와 구별됨]', '6급']","['形态', '/zh/entry?entryID=c_33f7b8eea575', '[xíngtài]', '형태. [사물의 형상이나 표현 방식]', '6급']","['兴旺', '/zh/entry?entryID=c_33f7bae3a56c', '[xīngwàng]', '창성하다. 흥성하다. 번창하다. 왕성하다.', '6급']","['行政', '/zh/entry?entryID=c_33f7b8e2ab6f', '[xíngzhèng]', '행정. [국가의 사무를 관리하는 일]', '6급']","['兴致勃勃', '/zh/entry?entryID=c_33f7b9e1ac70', '[xìngzhìbóbó]', '흥미진진하다.', '6급']","['信赖', '/zh/entry?entryID=c_33f7bde2a972', '[xìnlài]', '신뢰하다. 신임하다. 믿고 의지하다.', '6급']","['新郎', '/zh/entry?entryID=c_33f7bce7a976', '[xīnláng]', '신랑.', '6급']","['心灵', '/zh/entry?entryID=c_33f6b7eead7b', '[xīnlíng]', '심령. 정신. 영혼. 마음.', '6급']","['信念', '/zh/entry?entryID=c_33f7bde2ab74', '[xìnniàn]', '신념. 믿음.', '6급']","['新娘', '/zh/entry?entryID=c_3ff2b0e7ae087e', '[xīnniáng]', '신부.', '6급']","['辛勤', '/zh/entry?entryID=c_33f7bfe6aa79', '[xīnqín]', '부지런하다. 근면하다.', '6급']","['薪水', '/zh/entry?entryID=c_33f7bde7a876', '[xīnshui]', '봉급. 급료. 급여. 삯. 임금. 노임.', '6급']","['心态', '/zh/entry?entryID=c_33f7bee4a470', '[xīntài]', '심리 상태.', '6급']","['心疼', '/zh/entry?entryID=c_33f7bee3ad78', '[xīnténg]', '아까워하다. 애석해하다.', '6급']"
228,"['欣慰', '/zh/entry?entryID=c_33f7bfe4ad7a', '[xīnwèi]', '기쁘고 안심이 되다. 기쁘고 위안이 되다.', '6급']","['欣欣向荣', '/zh/entry?entryID=c_33f7bfe4aa77', '[xīnxīnxiàngróng]', '(초목이) 무성하다. 무럭무럭 자라다.', '6급']","['心血', '/zh/entry?entryID=c_33f7bee1a56e', '[xīnxuè]', '심혈.', '6급']","['信仰', '/zh/entry?entryID=c_33f7bae7a873', '[xìnyǎng]', '신앙.', '6급']","['心眼儿', '/zh/entry?entryID=c_33f7bee0ad75', '[xīnyǎnr]', '내심. 마음속.', '6급']","['新颖', '/zh/entry?entryID=c_33f7bce0a56b', '[xīnyǐng]', '새롭다. 신선하다. 참신하다.', '6급']","['信誉', '/zh/entry?entryID=c_33f7bae6ae78', '[xìnyù]', '평판.', '6급']","['凶恶', '/zh/entry?entryID=c_33f7b6e2ab6d', ""[xiōng'è]"", '(성격·행위·용모 등이) 흉악하다.', '6급']","['雄厚', '/zh/entry?entryID=c_33f7b7e1aa6c', '[xiónghòu]', '(인력·물자 등이) 풍부하다. 충분하다. 충족하다.', '6급']","['胸怀', '/zh/entry?entryID=c_33f7b7e5ad73', '[xiōnghuái]', '가슴. 흉부.', '6급']","['凶手', '/zh/entry?entryID=c_33f7b6efac7b', '[xiōngshǒu]', '살인범. 살인자. 흉악범.', '6급']","['胸膛', '/zh/entry?entryID=c_33f7b7e3ac70', '[xiōngtáng]', '가슴. 흉부.', '6급']","['雄伟', '/zh/entry?entryID=c_33f7b7eea978', '[xióngwěi]', '웅대하고 위세가 넘치다. 웅위하다.', '6급']","['汹涌', '/zh/entry?entryID=c_33f7b7e6ad74', '[xiōngyǒng]', '물이 용솟음치다. 물이 세차게 일어나다. 흉용하다. 물이 용솟음치고 출렁이는...', '6급']","['昔日', '/zh/entry?entryID=c_3cf1baefad83', '[xīrì]', '옛날. 이전. 석일. 석시(昔時). 종전.', '6급']","['牺牲', '/zh/entry?entryID=c_3cf1bbe7a877', '[xīshēng]', '(어떤 사람〔일〕을 위해) 대가를 치르다. 희생하다. 손해를 보다.', '6급']","['习俗', '/zh/entry?entryID=c_3cf1b9e4ae78', '[xísú]', '풍속. 습속.', '6급']","['绣', '/zh/entry?entryID=c_33f4bce6a46d', '[xiù]', '수놓다. 자수(刺繡)하다.', '6급']","['羞耻', '/zh/entry?entryID=c_33f4bfe4ae78', '[xiūchǐ]', '수줍다. 부끄럽다. 수치스럽다.', '6급']","['修复', '/zh/entry?entryID=c_33f4bee0a469', '[xiūfù]', '수리하여 복원하다. 수복하다. 원상 복구하다. [주로 건축물에 쓰임]', '6급']"
229,"['修建', '/zh/entry?entryID=c_33f4beefab7f', '[xiūjiàn]', '건조(建造)하다. 건설하다. 건축하다. 시공하다. 부설하다.', '6급']","['嗅觉', '/zh/entry?entryID=c_33f4bce3ae74', '[xiùjué]', '후각.', '6급']","['修养', '/zh/entry?entryID=c_33f4bfe6ab77', '[xiūyǎng]', '(도교 신도가) 수련〔수양〕하다. 교양이나 학식을 쌓다.', '6급']","['喜闻乐见', '/zh/entry?entryID=c_3cf1b6efa577', '[xǐwénlèjiàn]', '기쁜 마음으로 듣고 보다. 즐겨 듣고 즐겨 보다.', '6급']","['夕阳', '/zh/entry?entryID=c_3cf1bde3a875', '[xīyáng]', '석양. 저녁 해. 낙조(落照).', '6급']","['喜悦', '/zh/entry?entryID=c_3cf1b7e7ae79', '[xǐyuè]', '기쁘다. 즐겁다. 유쾌하다.', '6급']","['细致', '/zh/entry?entryID=c_3cfebee0ab83', '[xìzhì]', '정교하다. 세밀하다. 정밀하다. 섬세하다. 공들이다.', '6급']","['选拔', '/zh/entry?entryID=c_33f4b8eea875', '[xuǎnbá]', '(인재를) 선발하다.', '6급']","['悬挂', '/zh/entry?entryID=c_33f4b8e4a467', '[xuánguà]', '걸다. 매달다.', '6급']","['喧哗', '/zh/entry?entryID=c_33f4bbe1a568', '[xuānhuá]', '떠들썩하다. 시끌시끌하다. 요란하다. 시끄럽다.', '6급']","['选举', '/zh/entry?entryID=c_33f4b9e6ab71', '[xuǎnjǔ]', '선거하다. 선출하다.', '6급']","['旋律', '/zh/entry?entryID=c_33f4b8e0ae6d', '[xuánlǜ]', '선율. 멜로디.', '6급']","['悬念', '/zh/entry?entryID=c_33f4b8e2ad6e', '[xuánniàn]', '서스펜스(suspense). [소설·연극·영화 등을 보며 줄거리·인물의 운명...', '6급']","['宣誓', '/zh/entry?entryID=c_33f4bbe2ac70', '[xuānshì]', '선서하다.', '6급']","['选手', '/zh/entry?entryID=c_33f4b9e4ab6f', '[xuǎnshǒu]', '선수.', '6급']","['悬殊', '/zh/entry?entryID=c_33f4b8e2ae6f', '[xuánshū]', '차이가 크다. 큰 차가 있다. 동떨어져 있다.', '6급']","['宣扬', '/zh/entry?entryID=c_33f4bbe2ab6f', '[xuānyáng]', '선양하다. 널리 알리다.', '6급']","['炫耀', '/zh/entry?entryID=c_33f4b9e1aa6b', '[xuànyào]', '밝게 비추다. 눈부시게 빛나다〔비치다〕.', '6급']","['悬崖峭壁', '/zh/entry?entryID=c_33f4b8e1ab6b', '[xuányáqiàobì]', '깎아지른 듯한 절벽.', '6급']","['旋转', '/zh/entry?entryID=c_33f4b8efab79', '[xuánzhuǎn]', '(빙빙) 돌다. 회전하다. 선회하다. 돌리다.', '6급']"
230,"['削弱', '/zh/entry?entryID=c_33f4b9eea472', '[xuēruò]', '약화되다. 약해지다.', '6급']","['雪上加霜', '/zh/entry?entryID=c_33f4b7e1ad6c', '[xuěshàngjiāshuāng]', '설상가상. 눈 위에 서리가 내리다.', '6급']","['学说', '/zh/entry?entryID=c_33f4b6efad79', '[xuéshuō]', '학설.', '6급']","['学位', '/zh/entry?entryID=c_33f4b6efab77', '[xuéwèi]', '(학사·석사·박사 등의) 학위.', '6급']","['血压', '/zh/entry?entryID=c_33f5bee2aa72', '[xuèyā]', '혈압.', '6급']","['虚假', '/zh/entry?entryID=c_33f4bceeaa7b', '[xūjiǎ]', '거짓의. 허위의. 속임수의. 가짜의. 위선의.', '6급']","['酗酒', '/zh/entry?entryID=c_33f4bae1ab6d', '[xùjiǔ]', '무절제하게 술을 마시다. 주정하다. 취해서 함부로 행동하다.', '6급']","['许可', '/zh/entry?entryID=c_33f4bdeeae80', '[xǔkě]', '허가하다. 승낙하다. 허락하다.', '6급']","['畜牧', '/zh/entry?entryID=c_33f4bae1af71', '[xùmù]', '축산하다. 목축하다.', '6급']","['循环', '/zh/entry?entryID=c_33f5bce6aa74', '[xúnhuán]', '순환하다.', '6급']","['巡逻', '/zh/entry?entryID=c_33f5bfe0ab72', '[xúnluó]', '순찰하다. 순시하다.', '6급']","['寻觅', '/zh/entry?entryID=c_33f5bfe4a46f', '[xúnmì]', '찾다.', '6급']","['熏陶', '/zh/entry?entryID=c_33f5beeea478', '[xūntáo]', '훈도하다. 훈도를 받다. (점차) 영향을 끼치다〔주다·미치다·받다〕. [주로...', '6급']","['循序渐进', '/zh/entry?entryID=c_33f5bce5a56e', '[xúnxùjiànjìn]', '순차적으로 진행하다〔나아가다〕. 점차적으로 제고〔발전·심화〕시키다.', '6급']","['需求', '/zh/entry?entryID=c_33f4bde1a469', '[xūqiú]', '수요. 필요.', '6급']","['虚荣', '/zh/entry?entryID=c_33f4bde5ac75', '[xūróng]', '허영. 헛된 영화.', '6급']","['虚伪', '/zh/entry?entryID=c_33f4bde4a870', '[xūwěi]', '허위의. 거짓의. 속임수의. 가짜의. 모조의. 위선의.', '6급']","['序言', '/zh/entry?entryID=c_33f4bae4af74', '[xùyán]', '서문. 서언. 머리말. 전문(前文).', '6급']","['须知', '/zh/entry?entryID=c_33f4bce0ae71', '[xūzhī]', '주의 사항. 숙지 사항. 안내 사항. 규정. 준칙.', '6급']","['亚军', '/zh/entry?entryID=c_33f5bbeea576', '[yàjūn]', '(운동 경기에서의) 제2위. 준우승(자).', '6급']"
231,"['演变', '/zh/entry?entryID=c_33f2bce6ab72', '[yǎnbiàn]', '변화 발전하다. 변천하다. [주로 경과가 오래 된 것을 가리킴]', '6급']","['掩盖', '/zh/entry?entryID=c_33f2beefa97b', '[yǎngài]', '위에서 덮어 씌우다. 복개하다.', '6급']","['样品', '/zh/entry?entryID=c_33f2b9e4a466', '[yàngpǐn]', '샘플. 견본(품).', '6급']","['氧气', '/zh/entry?entryID=c_33f2b9e6a569', '[yǎngqì]', '산소.', '6급']","['眼光', '/zh/entry?entryID=c_33f2bfe5a46d', '[yǎnguāng]', '시선. 눈길.', '6급']","['沿海', '/zh/entry?entryID=c_33f5b7e2ab6c', '[yánhǎi]', '연해. 바닷가 근처 지방.', '6급']","['严寒', '/zh/entry?entryID=c_33f5b6e6a96d', '[yánhán]', '추위가 심하다. 아주 춥다.', '6급']","['掩护', '/zh/entry?entryID=c_33f2beefa87a', '[yǎnhù]', '몰래 보호하다.', '6급']","['烟花爆竹', '/zh/entry?entryID=c_3cf8bbe6ac0a8b', '[yānhuābàozhú]', '불꽃놀이 폭죽', '6급']","['严禁', '/zh/entry?entryID=c_33f5b6e6a468', '[yánjìn]', '엄금하다. 엄격하게 금지하다.', '6급']","['严峻', '/zh/entry?entryID=c_33f5b6e5ad70', '[yánjùn]', '중대하다. 심각하다. 모질다. 가혹하다.', '6급']","['严厉', '/zh/entry?entryID=c_33f5b6e5a96c', '[yánlì]', '호되다. 매섭다. 단호하다. 준엄하다.', '6급']","['言论', '/zh/entry?entryID=c_33f5b6e0a563', '[yánlùn]', '언론. 의견. [주로 정치적·공적인 일에 대한 의견을 가리킴]', '6급']","['严密', '/zh/entry?entryID=c_33f5b6e5ab6e', '[yánmì]', '빈틈없다. 치밀하다. 긴밀하다.', '6급']","['淹没', '/zh/entry?entryID=c_33f5b9e4a469', '[yānmò]', '(큰물에) 잠기다. 수몰되다. 침몰되다.', '6급']","['延期', '/zh/entry?entryID=c_33f5b9efa979', '[yánqī]', '(기간을) 연장하다. 늘리다.', '6급']","['炎热', '/zh/entry?entryID=c_33f5b7e3af71', '[yánrè]', '(날씨가) 무덥다. 찌는 듯하다.', '6급']","['眼色', '/zh/entry?entryID=c_33f2bfe0a468', '[yǎnsè]', '윙크. 눈짓.', '6급']","['延伸', '/zh/entry?entryID=c_33f5b9efaa7a', '[yánshēn]', '펴다. 늘이다. 확장하다. 뻗다. 뻗어 나가다. 신장하다.', '6급']","['眼神', '/zh/entry?entryID=c_33f2bfefac7f', '[yǎnshén]', '(～儿) 시력.', '6급']"
232,"['岩石', '/zh/entry?entryID=c_33f5b7e4af72', '[yánshí]', '암석. 바위.', '6급']","['掩饰', '/zh/entry?entryID=c_33f2beeeae7f', '[yǎnshì]', '(결점·실수 따위를) 덮어 숨기다. 감추다.', '6급']","['验收', '/zh/entry?entryID=c_33f2bde4ae74', '[yànshōu]', '검수(檢收)하다. 검사하여 받다.', '6급']","['厌恶', '/zh/entry?entryID=c_33f2bce1af71', '[yànwù]', '염오하다. 혐오하다. 몹시 싫어하다.', '6급']","['演习', '/zh/entry?entryID=c_33f2bce4a96e', '[yǎnxí]', '훈련하다. 연습하다. [주로 군사 방면에 쓰임]', '6급']","['延续', '/zh/entry?entryID=c_33f5b9eeae7d', '[yánxù]', '계속하다. 지속하다. 연장하다.', '6급']","['演绎', '/zh/entry?entryID=c_33f2bce3ad71', '[yǎnyì]', '벌여 놓다. 전개하다. 널리 펴다. 발휘하다.', '6급']","['验证', '/zh/entry?entryID=c_33f2bde4aa70', '[yànzhèng]', '검증하다.', '6급']","['演奏', '/zh/entry?entryID=c_33f2bce3a86c', '[yǎnzòu]', '연주하다.', '6급']","['摇摆', '/zh/entry?entryID=c_33f2b6e0ad68', '[yáobǎi]', '흔들거리다. 흔들흔들하다.', '6급']","['要点', '/zh/entry?entryID=c_33f3bee3a56c', '[yàodiǎn]', '요점. 요부(要部).', '6급']","['摇滚', '/zh/entry?entryID=c_33f2b6efae78', '[yáogǔn]', '흔들고 구르다.', '6급']","['遥控', '/zh/entry?entryID=c_33f2b7e6ab6d', '[yáokòng]', '(기계 등을) 원격 조종하다.', '6급']","['要命', '/zh/entry?entryID=c_33f3bee0ac70', '[yàomìng]', '엄청. 아주. 몹시. [정도가 아주 극심함을 나타냄]', '6급']","['要素', '/zh/entry?entryID=c_33f3beefac7f', '[yàosù]', '요소.', '6급']","['谣言', '/zh/entry?entryID=c_33f2b6e1a864', '[yáoyán]', '유언비어. 풍설. 헛소문. 뜬소문. 요언.', '6급']","['耀眼', '/zh/entry?entryID=c_33f3bfe6ad78', '[yàoyǎn]', '(광선이나 색채가 강렬하여) 눈부시다.', '6급']","['遥远', '/zh/entry?entryID=c_33f2b7e5ae6f', '[yáoyuǎn]', '(시간이나 거리가) 요원하다. 아득히 멀다. 까마득하다.', '6급']","['压迫', '/zh/entry?entryID=c_33f5bde2a970', '[yāpò]', '억압하다.', '6급']","['鸦雀无声', '/zh/entry?entryID=c_33f5bae6ab73', '[yāquèwúshēng]', '까마귀와 참새 소리마저도 없다.', '6급']"
233,"['压岁钱', '/zh/entry?entryID=c_33f5bde1ac72', '[yāsuìqián]', '세뱃돈.', '6급']","['压缩', '/zh/entry?entryID=c_33f5bde1af75', '[yāsuō]', '압축하다.', '6급']","['压抑', '/zh/entry?entryID=c_33f5bde0a56a', '[yāyì]', '답답하다. 부자연스럽다. 어색하다. 딱딱하다.', '6급']","['压榨', '/zh/entry?entryID=c_33f5bdefac80', '[yāzhà]', '압착하다. 눌러서 짜내다〔짜다〕.', '6급']","['压制', '/zh/entry?entryID=c_33f5bdefa97d', '[yāzhì]', '억제하다. 제지하다. 억누르다. 억압하다.', '6급']","['野蛮', '/zh/entry?entryID=c_33f3bfefa87c', '[yěmán]', '야만적이다. 미개하다.', '6급']","['液体', '/zh/entry?entryID=c_33f3bde2a469', '[yètǐ]', '액체.', '6급']","['野心', '/zh/entry?entryID=c_33f3bce7ae77', '[yěxīn]', '야심.', '6급']","['亦', '/zh/entry?entryID=c_33f0bbefad7a', '[yì]', '…도 역시. 또. 또한. [‘也(yě)’에 상당함]', '6급']","['翼', '/zh/entry?entryID=c_33f0b6e1a55f', '[yì]', '날개. 깃.', '6급']","['以便', '/zh/entry?entryID=c_33f0bde5ac71', '[yǐbiàn]', '…(하기에 편리)하도록. …하기 위하여. [구를 연결할 때 뒷구의 처음에 쓰...', '6급']","['遗产', '/zh/entry?entryID=c_33f0bfe0ab6d', '[yíchǎn]', '(죽은 사람이 남겨 놓은 동산·부동산·채권 등의) 유산.', '6급']","['异常', '/zh/entry?entryID=c_33f0bbeead79', '[yìcháng]', '심상치 않다. 예사롭지 않다. 정상이 아니다. 보통이 아니다.', '6급']","['遗传', '/zh/entry?entryID=c_33f0bfe0a466', '[yíchuán]', '유전하다.', '6급']","['一度', '/zh/entry?entryID=c_33f3bae0a464', '[yídù]', '한때. 한동안.', '6급']","['一帆风顺', '/zh/entry?entryID=c_33f3baeead7b', '[yìfānfēngshùn]', '순풍에 돛을 올리다.', '6급']","['一贯', '/zh/entry?entryID=c_33f3bbe5ae74', '[yíguàn]', '(사상·태도·정책 등이) 한결같다. 일관되다. 변함없다.', '6급']","['疑惑', '/zh/entry?entryID=c_33f0bce2a566', '[yíhuò]', '의심하다. 의심을 품다. 회의하다. 곤혹스럽게 만들다. 당혹하게 만들다.', '6급']","['依旧', '/zh/entry?entryID=c_33f0bee6ae75', '[yījiù]', '(상황이) 여전하다. 의구하다.', '6급']","['依据', '/zh/entry?entryID=c_33f0bee6a970', '[yījù]', '의거하다. 근거하다.', '6급']"
234,"['一举两得', '/zh/entry?entryID=c_33f3bbe0ad6e', '[yìjǔliǎngdé]', '일거양득. 일석이조.', '6급']","['依靠', '/zh/entry?entryID=c_33f0bee6a86f', '[yīkào]', '의존하다. 의지하다. 기대다.', '6급']","['依赖', '/zh/entry?entryID=c_33f0bee6ab72', '[yīlài]', '의지하다. 기대다.', '6급']","['毅力', '/zh/entry?entryID=c_33f0b6e3ad69', '[yìlì]', '굳센 의지. 완강한 의지.', '6급']","['意料', '/zh/entry?entryID=c_33f0b9efa570', '[yìliào]', '예상. 예측. 추측. 짐작.', '6급']","['遗留', '/zh/entry?entryID=c_33f0bce7ac72', '[yíliú]', '남겨 놓다. 남기다. 남아 있다.', '6급']","['一流', '/zh/entry?entryID=c_33f3b8e7ae73', '[yīliú]', '같은 부류의. 한 부류의.', '6급']","['以免', '/zh/entry?entryID=c_33f0bde2aa6c', '[yǐmiǎn]', '…하지 않도록. …않기 위해서.', '6급']","['一目了然', '/zh/entry?entryID=c_33f3b8e3a96a', '[yímùliǎorán]', '일목요연하다. 한눈에 환히 알다〔보다〕.', '6급']","['隐蔽', '/zh/entry?entryID=c_33f1bde2a467', '[yǐnbì]', '은폐하다. 가리다.', '6급']","['引导', '/zh/entry?entryID=c_33f1bce2ad6f', '[yǐndǎo]', '인도하다. 인솔하다. 이끌다.', '6급']","['应酬', '/zh/entry?entryID=c_33f1b9efa571', '[yìngchou]', '응대하다. 접대하다. 교제하다. 사교하다.', '6급']","['婴儿', '/zh/entry?entryID=c_33f1bbe2aa6b', ""[yīng'ér]"", '영아. 젖먹이. 갓난아기.', '6급']","['盈利', '/zh/entry?entryID=c_33f1b8e3ad6c', '[yínglì]', '이윤. 이익.', '6급']","['迎面(儿)', '/zh/entry?entryID=c_33f1b8e6af71', '[yíngmiàn(r)]', '맞은편. 정면.', '6급']","['英明', '/zh/entry?entryID=c_33f1bbe4ac6f', '[yīngmíng]', '영명하다.', '6급']","['应邀', '/zh/entry?entryID=c_33f1b6e5a867', '[yìngyāo]', '초청〔초대〕에 응하다. 초청을 받아들이다.', '6급']","['英勇', '/zh/entry?entryID=c_33f1bbe3ab6d', '[yīngyǒng]', '영용하다. 매우 용감하다.', '6급']","['隐患', '/zh/entry?entryID=c_33f1bde1a466', '[yǐnhuàn]', '잠복해 있는 병〔화(禍)·위험〕. 겉에 드러나지 않은 폐해〔재난·재앙〕.', '6급']","['隐瞒', '/zh/entry?entryID=c_33f1bde0ab6c', '[yǐnmán]', '(진상을) 숨기다. 속이다.', '6급']"
